f,Zdut_dq_11_re,Zdut_dq_11_im,Zdut_dq_11_abs,Zdut_dq_11_dB,Zdut_dq_11_pha_rad,Zdut_dq_11_pha_deg,Zdut_dq_12_re,Zdut_dq_12_im,Zdut_dq_12_abs,Zdut_dq_12_dB,Zdut_dq_12_pha_rad,Zdut_dq_12_pha_deg,Zdut_dq_21_re,Zdut_dq_21_im,Zdut_dq_21_abs,Zdut_dq_21_dB,Zdut_dq_21_pha_rad,Zdut_dq_21_pha_deg,Zdut_dq_22_re,Zdut_dq_22_im,Zdut_dq_22_abs,Zdut_dq_22_dB,Zdut_dq_22_pha_rad,Zdut_dq_22_pha_deg
37.0,135.44613576881264,-119.62069169833418,180.70629645115176,45.13946570383071,-0.7234332879922982,-41.4496741612309,-22.26651173090453,-47.7802788143509,52.71387472231214,34.43849880226223,-2.006891408014779,-114.9864076203141,-29.444817701891964,-47.51190853463337,55.89614246172107,34.94763674256009,-2.1256009939278546,-121.787965880879,25.277835990422478,32.9381349525546,41.51975104105752,32.36509481500692,0.9162306720257098,52.496150567508316
38.0,142.92652265340007,-115.18251725015324,183.56198723557864,45.27565501409532,-0.6783198185492875,-38.86486276295398,-23.29421439120008,-49.03807960459627,54.289535597662955,34.694322532787574,-2.014263407406709,-115.4087920720447,-27.102800644168745,-48.88867581437209,55.898697888594185,34.94803382986273,-2.07699446237252,-119.00301676598886,25.4355456761906,33.56819313432663,42.116393175924166,32.48902342744598,0.9223678848557995,52.84778696064599
39.0,140.8093225807682,-115.56744762526299,182.16229103816394,45.209169594453485,-0.6872582876256191,-39.37699931633599,-30.2088951396412,-49.66634760054356,58.13194844090346,35.2882975938091,-2.1172502192734646,-121.30950173751762,-27.785131122637566,-49.55042425144601,56.80896104489547,35.08833693442923,-2.0818512818330133,-119.28129202293213,24.098605259590855,36.19835043610996,43.486358202923846,32.76706077754255,0.983437154742922,56.346798383123485
40.0,166.43632553521113,-91.60813489260944,189.98184343816988,45.574241948382905,-0.5031575527533894,-28.828804202900283,-16.85453069663728,-56.099360026404646,58.57656016168973,35.35447729342585,-1.8626573792502386,-106.72240650993743,-18.723585072349593,-57.09751298111831,60.08908908105103,35.57591240774968,-1.8876696613213217,-108.15550470860123,23.920320214047102,33.51526161658751,41.175896837480714,32.29286134315147,0.9509253371039407,54.48400844811086
41.0,146.1466288258021,-105.05458446666412,179.98695184543305,45.104820441296376,-0.6232520921934818,-35.70971445538499,-35.409439604003516,-52.26432017546809,63.12992615609029,36.00470562655301,-2.1662662346409762,-124.11791254662442,-25.674365277618,-55.17912399947411,60.85974661266588,35.68660279713371,-2.006293468774184,-114.95214822542275,21.026978124686224,37.889200770834755,43.332728325235394,32.736320680891474,1.064153288773273,60.97149220167487
42.0,147.47127072454407,-101.61571606581484,179.09084130876172,45.06146753263995,-0.6033420333326611,-34.56895211280292,-39.58300456044734,-53.38934762231435,66.4622952475215,36.451506707593154,-2.2087723962874812,-126.55333621227001,-23.020036090726308,-55.72570433523451,60.29325157325914,35.605374113945096,-1.9625406808695596,-112.44529813655674,21.325932155202313,39.09085886571077,44.529660105902565,32.97298760363757,1.0713777346055242,61.38542245718374
43.0,153.24553021939437,-96.15460605585022,180.9140702045561,45.14944688994055,-0.5603624421475467,-32.10640293269819,-42.399633345336504,-56.1336958862115,70.34714437462723,36.94492945332204,-2.217701832586551,-127.06495522563765,-21.496643274997492,-57.93771606718177,61.797124651344966,35.819365366790755,-1.926082103840748,-110.35637554575324,20.032251250760567,40.5930605096177,45.26684936806495,33.11560536166091,1.1123706275317602,63.73414221188875
44.0,151.63477628981238,-88.60712467945437,175.6255332359786,44.891753117207045,-0.5288294328712738,-30.299694585820873,-46.23975441605532,-56.798578270759336,73.24065388864769,37.29504426009831,-2.2540762291824517,-129.14905463291777,-17.831788947151324,-57.92617956351086,60.60870379640082,35.65069992204476,-1.8694269206064769,-107.11027265888914,20.73166954391694,40.90095515214866,45.855100637074706,33.22775301836717,1.1016638971425587,63.12069174820305
45.0,154.07375708559198,-86.44671582496096,176.66849549195678,44.943182212107914,-0.5113052352890098,-29.295632025003787,-53.043281086368594,-60.84870741090742,80.7227035101385,38.139913971384146,-2.2877679007646434,-131.07944521931822,-16.126336011792365,-63.10857738807964,65.13640497534746,36.276475704026296,-1.8209758787649697,-104.33423244835903,16.9879669936745,42.598700011073674,45.861097514250815,33.22888887472513,1.1913328518594486,68.25834440683053
46.0,159.89742182703242,-81.0917040363928,179.28482916983762,45.07087083457027,-0.4693498743473378,-26.89176691509796,-58.84971175650824,-65.94215951221148,88.38357864987164,38.92743164319645,-2.2994213530827188,-131.74713885390088,-15.516414374437367,-63.16147847855441,65.03946093439073,36.263538660887,-1.8116886035592557,-103.80211077589512,16.33277683375897,45.94345789377069,48.76023915382341,33.76131654062136,1.2292325236312158,70.4298356442839
