f,Zdut_dc_11_re,Zdut_dc_11_im,Zdut_dc_11_abs,Zdut_dc_11_dB,Zdut_dc_11_pha_rad,Zdut_dc_11_pha_deg,Zdut_dc_12_re,Zdut_dc_12_im,Zdut_dc_12_abs,Zdut_dc_12_dB,Zdut_dc_12_pha_rad,Zdut_dc_12_pha_deg,Zdut_dc_21_re,Zdut_dc_21_im,Zdut_dc_21_abs,Zdut_dc_21_dB,Zdut_dc_21_pha_rad,Zdut_dc_21_pha_deg,Zdut_dc_22_re,Zdut_dc_22_im,Zdut_dc_22_abs,Zdut_dc_22_dB,Zdut_dc_22_pha_rad,Zdut_dc_22_pha_deg,Znet_dc_11_re,Znet_dc_11_im,Znet_dc_11_abs,Znet_dc_11_dB,Znet_dc_11_pha_rad,Znet_dc_11_pha_deg,Znet_dc_12_re,Znet_dc_12_im,Znet_dc_12_abs,Znet_dc_12_dB,Znet_dc_12_pha_rad,Znet_dc_12_pha_deg,Znet_dc_21_re,Znet_dc_21_im,Znet_dc_21_abs,Znet_dc_21_dB,Znet_dc_21_pha_rad,Znet_dc_21_pha_deg,Znet_dc_22_re,Znet_dc_22_im,Znet_dc_22_abs,Znet_dc_22_dB,Znet_dc_22_pha_rad,Znet_dc_22_pha_deg
21.0,2.635259233809176,-4.256721228403558,5.006422559644563,13.990550055971545,-1.016464019006134,-58.23909831595697,0.05409646653534672,0.35991190012051666,0.3639546723700228,-8.779054017423487,1.4216083529488777,81.452158744515,0.0790618202018849,0.09816257925282956,0.1260423078938307,-17.989673065787628,0.8927609903551375,51.15143686126897,2.458498630024106,-3.8037914016866727,4.529132868593708,13.12030123039856,-0.9970064869755281,-57.12426385086264,57.22613801290296,193.9028815492815,202.17111154907,46.1143819775082,1.2838153787538231,73.55720287658332,52.19658395384045,150.7546617375858,159.53511028003908,44.057125537563536,1.2374792986921141,70.90234104986712,52.44889149077799,149.7614195911618,158.68008386868033,44.01044842687859,1.233928818159937,70.69891350013,57.09252698562275,194.83162777766336,203.02443158422594,46.150966065039015,1.2857414323979643,73.66755762150841
22.0,2.284569939939014,-3.6740243150446386,4.326397401766529,12.722528182169865,-1.0144893498185994,-58.125958105576714,0.06889929760306557,0.3575653615580334,0.36414296779743394,-8.774561451459586,1.3804393159740083,79.09334667923696,0.15710871846117813,0.04851040799496298,0.1644275192914845,-15.680509906691054,0.29948282323941744,17.15910180828107,2.287020902313253,-3.147743905390521,3.890855471684973,11.800901979141123,-0.9424671735080999,-53.999391371638,58.31145081574455,204.29877171914322,212.4575567547259,46.54544365635842,1.292766522226997,74.07006561941226,53.29895384121815,158.31356980686195,167.04479897788033,44.456659164239596,1.2460484833160252,71.39331916268561,53.49231678657428,157.10009838977118,165.95743089500692,44.39993406221342,1.242611220370576,71.19637850283466,58.4180451486626,205.3072448077705,213.4566297156146,46.58619296065778,1.293583017369143,74.11684734505016
23.0,2.1697950626321476,-3.1054956960900792,3.788418420958389,11.56915879351931,-0.9609465767128424,-55.058183183190266,0.2116142853831584,0.2644858128225076,0.33872311843540787,-9.403103219968964,0.8959962871298651,51.33680571193315,0.27547231408815187,-0.06616158519246085,0.28330610862503597,-10.954881223072112,-0.23571051917865063,-13.505217935774128,2.0867542309247433,-2.7448600065954425,3.448013874114988,10.751380093398389,-0.9207733358338138,-52.7564260314595,60.17638588720689,214.54244136438933,222.8220289043219,46.95916248754371,1.2973359988675937,74.33187734550206,54.96138548476217,165.4895405200893,174.37758432767356,44.82981314077567,1.2501436158504664,71.6279529734558,55.24488249382005,164.54319409277707,173.56975475009835,44.78948099635857,1.2468750546954463,71.44067821419276,60.14795764147845,215.62195054938212,223.85397554468688,46.999296233204426,1.2987606304770087,74.41350272408248
24.0,1.9052976176093588,-2.55752815954612,3.1892176624588138,10.073683212572629,-0.9305182088801177,-53.31476612890351,0.2160670308542516,0.2684756651671578,0.34462174134711804,-9.253146548831472,0.893140338808225,51.1731719265957,0.0831488851292953,-0.07231006687238284,0.11019293475233892,-19.15692500559007,-0.7157893927719176,-41.01171122606287,1.8324245382567343,-2.2419604144490113,2.8955424687546523,9.234598781765268,-0.8855764655127075,-50.739793909990844,60.93856919853169,224.57023447444877,232.69142534239018,47.33560759739799,1.3058206921595474,74.81801446159398,56.08312421710953,172.79781438702048,181.67113551382596,45.18571861408908,1.2569631478912415,72.01868337764647,56.076404763915725,171.41414083939316,180.3534608787805,45.12248961189392,1.2546301811311458,71.88501422854867,61.4206718243106,225.82703172919992,234.03065437453003,47.38545493912311,1.3052389759843246,74.78468457987921
25.0,1.7395643411429262,-1.8670995503992174,2.5518904420207744,8.137240505628458,-0.8207444269453841,-47.025191722853826,0.2662341474400587,-0.004366095958112881,0.26626994583889924,-11.493557001143293,-0.016397988965772617,-0.9395355602408647,0.18727799289850966,-0.12347658884366597,0.22432011638852628,-12.982635567592386,-0.5829009109263076,-33.39776207040856,1.7006134884260256,-1.2975055886844085,2.139066850213852,6.604487147487782,-0.651746095485179,-37.34230058543112,62.35975566795149,234.7338710492873,242.87595464506165,47.70769041286847,1.3111325898159354,75.12236377851043,57.73841465599238,180.4724790082505,189.48361461184643,45.55143321575699,1.2611576129914448,72.25900852520303,57.2050785469348,178.7153851380366,187.64756832050273,45.466858817366244,1.261011384384779,72.250630243197,62.99282335363863,236.38240902134962,244.63184397947737,47.77025977881473,1.3103617430703685,75.07819751333805
26.0,1.5183132811273667,-1.2698787653831123,1.9793603255644707,5.930497219750758,-0.6965304792373767,-39.9082567625263,0.21376613811501677,0.15291813857410985,0.26283058975237084,-11.606481809068807,0.6209555062816561,35.578129775348174,0.23707118790583637,-0.043346653902281984,0.2410014119037658,-12.359608262177462,-0.18084471881511754,-10.361639135336345,1.5082543939483601,-1.1303196453905398,1.8847954312392445,5.5052844074925495,-0.6431313497940243,-36.84871201574944,63.56757376577897,245.26352489618665,253.36738755998198,48.0750142698095,1.317195837010449,75.46976225290061,58.857530283855624,187.56084309537457,196.5789376656683,45.87073967525322,1.2667230041355757,72.57788194910121,58.49366634909419,186.3911095856899,195.35392173064716,45.81644268223052,1.2667073541226788,72.57698526941289,64.33500414284704,246.57738487171375,254.83210058435222,48.12508268272853,1.315574184724178,75.37684842105953
27.0,1.46775030625782,-0.642830129182699,1.6023487562028966,4.0951409516942885,-0.4128045952261971,-23.651961070067387,0.19591703643676034,0.12183706285606744,0.23071141075281953,-12.738618503645602,0.5563532218054765,31.87669152795957,0.3058924918916401,-0.10852048430415817,0.3245718905100781,-9.773781897526234,-0.34091503702143977,-19.532992793874712,1.4477612653089593,-0.6752466747347955,1.5974888898109427,4.068756928338594,-0.4364142979960013,-25.004697394335494,64.95727032256121,255.623780221487,263.74791749411287,48.42378078417103,1.3219505701381158,75.74218839382695,60.22612558686493,195.1176560894903,204.20109187039486,46.201161198898305,1.2714084424584795,72.84633779017246,59.57003327623012,193.87720535335052,202.82248302433436,46.14232190397523,1.2726955520265788,72.92008373619545,65.78627786349024,256.9755632739247,265.26265186618946,48.47352214022419,1.3201766767093082,75.64055178705028
28.0,1.139052256358088,-0.19635629474964766,1.1558528613981376,1.2580510493376091,-0.17070790724927057,-9.780842614893913,0.16369444097056735,0.11146715141044836,0.1980424092163756,-14.064835980984638,0.597823575157196,34.2527677499293,0.2965200317961307,0.11848010068397982,0.31931436471675423,-9.91563087588226,0.3801344447524321,21.780099331863322,1.2624526875507192,0.025610395704896288,1.2627124299190988,2.0260891121446254,0.02028344005996263,1.16215550944244,65.9453966589949,266.1567794243959,274.20471654236496,48.76149841466476,1.3279185366892823,76.08412768948403,61.28158609792733,202.27603673215725,211.35521718364726,46.50025945220578,1.2766259810718927,73.14528073216758,60.75435806061793,201.3049162430114,210.27306372182724,46.455672850186296,1.2776865425912332,73.20604643113977,67.20350642653675,267.14203112783787,275.4653808940939,48.801340533347485,1.324345542578767,75.8794102067264
29.0,1.1995794914295526,0.5277264072748151,1.3105289455763913,2.348932352508926,0.41444501521456784,23.74595021202993,0.32397335551371487,0.2239097072088121,0.39382012653640724,-8.094041852310308,0.6047522867180535,34.649753679829935,0.3449913714042167,-0.05036822037465577,0.34864882613752207,-9.152235853572762,-0.14497421487271786,-8.306410650429463,1.1756170091943312,0.3991281498515903,1.2415227071266066,1.879093341921235,0.32729495907365064,18.752619810827188,66.96359689978743,276.52873799873294,284.5211174041904,49.08229011281213,1.3332120468588613,76.3874234810105,62.207410540233404,209.73650972349913,218.76737745175032,46.79965121163854,1.2824636304519508,73.47975340392206,61.33073471111186,208.77129716754777,217.5934593254708,46.75291673398349,1.2850649241553098,73.62879655439849,68.0749178431057,277.51155032075104,285.7391380276288,49.11939460571574,1.3302415254118622,76.21722513914436
30.0,1.1114594704594551,0.8629029111644356,1.4071046828754674,2.966528167657029,0.6601649235739746,37.82466390336529,0.30769386329261716,0.2859604470028865,0.42005819925104,-7.533810674778994,0.7488049571422404,42.90336372272486,0.18785585657530157,0.023418706437190295,0.18930995394017605,-14.45653100359366,0.12402333204136042,7.106013487119585,0.9827834501623939,0.9507441725516941,1.3673981832495261,2.7178999710547007,0.7688293048522414,44.05067433401038,68.35121797701979,287.2391745366378,295.25960168541707,49.40408059082132,1.3371818443312515,76.61487612170016,63.402510173845336,217.54881189126968,226.5995671921012,47.10518152040973,1.2872107685718692,73.75174438295906,62.635913475341624,216.51692483372062,225.3948455407566,47.05887960254224,1.289195091217082,73.86543769572198,69.27565730230396,288.203420695279,296.41242955572267,49.43792822192728,1.3349008671880715,76.48418575823014
31.0,0.8448428161185306,1.2712238845006807,1.5263582634729271,3.673129644694948,0.9842327203482583,56.39238093463502,0.20147504824942608,0.0381832833795932,0.20506135227476407,-13.762323660052257,0.18729734707773632,10.731347501551234,0.28306513196582994,-0.13788337414179086,0.3148613882322788,-10.037611881318531,-0.45328115890724646,-25.971097338184023,1.107188189983737,1.2440850046667018,1.6654168207617008,4.430458934644172,0.8435549281197208,48.33213716872153,69.78175416080796,297.2867961111052,305.3668815634159,49.696438680983746,1.340241448474064,76.79017852606405,64.97579724223712,224.72914964375295,233.93384733054046,47.381861267768926,1.289342182724103,73.87386541827651,63.57380271115284,223.7272431783946,232.58440990608355,47.33161201363756,1.2939364330509242,74.13709657202996,70.80892204876483,298.3979617366861,306.68427904005256,49.73383028318766,1.3378087563637562,76.65079553528864
32.0,0.8793061442476519,1.6930177168954348,1.9077442923603527,5.610403257895139,1.0917714261680374,62.5538949124073,0.25619343924948434,-0.05943583003331565,0.26299752129293613,-11.600966892856777,-0.22796319056119058,-13.061328703492745,0.23996721712769908,-0.1068237605498451,0.2626700993908955,-11.61178723164917,-0.4188215372546503,-23.99670645387264,1.005267968354497,1.8653212280637081,2.1189589359080743,6.522450808766797,1.0764958524256492,61.6786690073276,70.7899284204292,307.8483163004169,315.8825728253634,49.99051333262954,1.3447747852165348,77.04991958851922,65.81602146261527,232.38916797697664,241.52944763361444,47.659401763044904,1.2948091562515296,74.1870999281078,65.17134592690692,231.02633758767075,240.0426482712957,47.6057681895154,1.2958461048023058,74.24651270363948,72.12729030954644,308.86554229676324,317.17545495462167,50.02599142977036,1.341384274912564,76.85565765770608
34.0,0.7242611287828673,2.632256429263641,2.730078404014362,8.723502390938576,1.3022921605181228,74.61584449066197,0.2275694199241361,0.06581759441049528,0.23689617265500987,-12.508839115492936,0.281537646419965,16.130918913910445,0.13185046107360754,-0.1547880240397823,0.20333193667366456,-13.835888056178279,-0.8652506265896756,-49.57520912463838,0.9165882210871079,2.7217682623813646,2.8719603829339464,9.163568895306051,1.245963120777752,71.38842824951404,73.1823393561378,329.4564442854125,337.48659747436494,50.56513060950371,1.3522147460991476,77.47619794683536,68.07091069793616,247.61152931989773,256.79781606428236,48.19182651914627,1.3025136955792864,74.62853751468083,67.13571847339102,246.87153896857973,255.8373730471242,48.1592797412862,1.3052716405604243,74.78655612222931,74.68209622323323,330.227198021431,338.5667110177574,50.59288509246876,1.3483840664481368,77.25671617016579
35.0,0.8992879638891822,3.168239808569629,3.293396776369539,10.352881121418937,1.2942260383396162,74.15368973279668,0.3304984910450619,0.08097166215394647,0.34027292377595325,-9.363452144885345,0.240265936488462,13.76622412154716,0.26352122543352574,-0.11710259953752922,0.28836860972102013,-10.80104032752007,-0.418167463336838,-23.959230778892408,1.0068749382864115,3.3293636173161394,3.478283950119322,10.827300655900187,1.2771184104744986,73.17349485864504,74.99581566906024,340.839385225845,348.9926344337365,50.85632522350795,1.3542148163358463,77.59079353012793,69.50351504228091,255.84827933537986,265.12087930245536,48.46887862925803,1.305538762942935,74.80186110736065,68.66907913706439,255.0099370730796,264.0937531172376,48.43516257023473,1.3077556802329868,74.92888111161021,76.38399100570906,341.31948210529333,349.7620661915553,50.87545411674513,1.3506335874131257,77.38560422738585
36.0,0.6790927754383601,3.611161469652993,3.674459709611597,11.303869794202889,1.384913401727085,79.34969291006786,0.1604295270845879,0.049872118087587625,0.16800256344212966,-15.493681832116305,0.3013957363016624,17.26870365332315,0.2792058197288301,0.05711387789793654,0.28498751695291563,-10.903483251562909,0.20177470848534787,11.560839208692952,0.9957872370669705,3.9216627437015763,4.046113060313868,12.140760281421416,1.3221319958194482,75.75258331966258,76.7861685274142,351.70819186823775,359.9927331271364,51.12587468231027,1.3558456727758166,77.68423472112995,70.9091597044457,263.44203019834384,272.81827688960965,48.717469232182815,1.3078636789631795,74.93506898304301,69.93836260414813,262.7430330010257,271.892029957348,48.68792954371209,1.3106432925988118,75.09432911304177,77.61906202198651,351.8882039301014,360.34709219629565,51.13442043781912,1.3536940522032563,77.56095594320873
38.0,0.9496903968843439,4.703152331295515,4.798078125802536,13.621346303768796,1.3715491926818448,78.58398013524504,0.25570075584495355,0.18799448298285037,0.31737170978470935,-9.968635769138864,0.633969972823401,36.323803780804376,0.09660050289787236,-0.08829888084233684,0.13087532050822662,-17.66284483485285,-0.7405302444710246,-42.42925760998077,1.1476806037212586,4.7327873660768365,4.869953492658273,13.750496275716412,1.3328929056097762,76.36913803436939,79.90215775208478,373.53407333905557,381.9843697832491,51.64091185217325,1.3600635613612029,77.92590193552898,73.44640924832277,279.2278434159483,288.7257584113227,49.209710616088806,1.313588510330747,75.26307765882873,72.62565557506345,278.6398165571901,287.9490114911532,49.186311839317156,1.3158256137993034,75.3912542459111,80.79602346137165,373.93306093822895,382.5623236412647,51.654043932727724,1.3579968830642377,77.8074899915016
39.0,1.03111131171025,5.150709814266408,5.252904161310877,14.407989544356353,1.373219814707331,78.67969972646699,0.14310068653936048,0.0949132836928186,0.1717158638838875,-15.30379161815871,0.5856419966853437,33.55481471568474,0.07007093657636299,-0.0189733435859063,0.07259424164158983,-22.781956545355023,-0.2644325154841009,-15.150867103266773,1.2053240028086623,5.310526441942081,5.445594278158511,14.720905625423235,1.347608710406031,77.21229154133316,81.59245653736376,385.04576252092585,393.5956912862777,51.901006710794,1.361981950289031,78.03581752455817,74.89208632408332,287.3989284705972,296.99658024970824,49.45502897373605,1.3158796175849798,75.3943484349081,74.52630256508111,286.7962926341388,296.3212500694282,49.435255942660284,1.316561309045641,75.43340647853408,82.53308244200933,385.05093287916145,393.796813862799,51.905443960399396,1.3596479495211293,77.9020891311771
41.0,1.1867490016117408,5.870837704757632,5.9895833367965015,15.54793223802341,1.3713409999753745,78.57205157183888,0.14133732538731159,-0.11079390145612278,0.17958710462476932,-14.914497027246211,-0.6648446064371692,-38.09278998088604,-0.0382251620166183,-0.3877433922140727,0.38962302449531,-8.187107734235902,-1.6690624648360006,-95.6302349788052,1.4208033084367557,5.965359997091403,6.132226507245404,15.752363761970287,1.3369770789059596,76.60314392704073,85.8586447401916,407.2159833829356,416.16891282164954,52.385392719133755,1.3629968635731122,78.09396777230779,77.7755569624032,303.87730146430596,313.6725228738416,49.92952953959626,1.3202312286973752,75.64367738573057,77.93596275691073,302.8958617603716,312.7617581521192,49.904272915964185,1.3189563086930762,75.57062985026744,85.9103023340348,408.0634920762883,417.0088651487163,52.402905753875345,1.363294940815661,78.11104634027473
42.0,1.21200144809645,6.416178909496956,6.5296477170565215,16.297795023156997,1.3840984870247632,79.30300173696168,0.2662588371097754,0.041800460488579105,0.2695200304914408,-11.388179057883356,0.15572080453800038,8.922144882409059,-0.28038284522451384,-0.2196275490508408,0.35616119973724425,-8.967067888238164,-2.477109808433426,-141.92793741369516,1.3713928318045374,6.2652353209884355,6.413570918488852,16.14199802682826,1.3553057139067495,77.65329735682175,87.02708741344625,419.92326752822254,428.84643470040265,52.64603607671329,1.3664440203810526,78.29147530872255,79.13876691913187,312.98358692020145,322.83381190779255,50.1795802828328,1.3231345111451405,75.81002321672193,78.9084367680947,312.28024184254616,322.0954685158168,50.15969229754756,1.3232924951050993,75.81907503085834,88.22770880227473,420.4660885514653,429.622927952254,52.66174901143878,1.3639639748684482,78.14937916784997
44.0,1.7028404283235012,7.444960175721203,7.637217919007395,17.658703657206264,1.3459402491273251,77.11669575178232,0.37878696327939587,0.11266739866085818,0.39518793791236995,-8.063926391913036,0.28910895483756777,16.564722931630957,-0.1845267776390196,0.08950458362952762,0.20508827893503637,-13.761183188468298,2.6899769848212425,154.1243282175839,1.7437268530971965,7.2993455997728045,7.504733807613355,17.50670584914771,1.3363029470154493,76.56451901487931,92.49075961096767,443.07122109710474,452.621969835638,53.11471260734624,1.3650024102130942,78.2088771303954,82.99100102376954,329.95701422018135,340.233945225964,50.63555282214952,1.3243869812901088,75.88178446999476,83.44295169897566,328.78442969784487,339.20779383730957,50.609316446083284,1.3222516513079992,75.75943907415213,92.90102489713746,443.46089234414666,453.08736846838417,53.12363909478889,1.3642917720004852,78.16816056005219
46.0,2.187282244165038,8.491426232435575,8.76861009947042,18.85861518780463,1.3186896667894525,75.55535239454846,0.09613504580937504,0.3799352015283537,0.39190905117534774,-8.13629412670659,1.3229678350520706,75.8004733800433,0.04897088837949948,0.06878513656963436,0.08443662073757244,-21.46938312083389,0.9521018248592036,54.55141623113625,2.222250216057138,8.053199288898638,8.354185466548103,18.43808225124741,1.3015505995140573,74.57335617487753,98.92402623122824,468.3776424323282,478.710328796301,53.6014559609966,1.3626496418854481,78.07407343504923,87.36514646510379,348.1903352152227,358.9835349346237,51.10149059546495,1.3249594597616658,75.91458507027707,88.02961254297975,347.68678922095387,358.65765861506867,51.09360218000802,1.322820830220518,75.7920506236273,99.13798598907073,467.975128991482,478.36080694446883,53.59511179648741,1.3620381374601547,78.03903681232633
47.0,2.2765537138715577,8.45406853441802,8.755225388119898,18.845346614458542,1.3077510447792133,74.92861551967286,0.401326660377209,0.18827917100027403,0.4432968921186726,-7.066106269138158,0.4386578518486761,25.13324356120408,-0.02476324894175641,-0.17013447376317048,0.17192718709041438,-15.293108845578109,-1.7153323954102384,-98.28130671907236,2.562360989678911,8.310490375975585,8.696547828340341,18.78693779573997,1.2717163335492683,72.86397865022433,102.37224884810483,479.59110595626396,490.395459039509,53.81092880103856,1.3604951203541191,77.950628444434,90.01973401064149,357.7444733007462,368.8965446959011,51.33809174771681,1.3242828414783265,75.87581769830035,90.3502973728225,355.6736376196886,366.9699071217952,51.292609039439924,1.3220322342261344,75.7468674014082,102.51107208770307,480.42573171685444,491.240677872105,53.82588643969538,1.3605734265100795,77.95511505668043
49.0,3.0261965326678215,9.275261922569324,9.756451669874409,19.78583795090175,1.255420392306504,71.93028999382076,0.05354309220930231,0.297558116208096,0.30233705569222674,-10.390172412288901,1.3927599280867657,79.79926575431573,0.1572664756013613,0.010551517895619256,0.15762004592682732,-16.047771005738475,0.06699284075876681,3.838407033069338,3.0578231329149257,9.20344754464108,9.698130181594262,19.733760190287104,1.2500232725388274,71.62105780960627,111.0810987346031,503.90579823409524,516.0039379598061,54.253060320439104,1.353826175542079,77.56852605289845,95.78819729572871,375.0989221698775,387.1363844359882,51.75727979513191,1.3207720052468603,75.67466159967572,96.47396060414624,374.1190454384797,386.35771667516826,51.73979181555916,1.318424725177089,75.54017235834266,110.32661892733887,503.66225434898513,515.6041401112292,54.2463279184001,1.3551534776705791,77.64457486300023
51.0,3.5212464792436826,10.028264880382494,10.628512279651321,20.52944957277017,1.2331132427261517,70.65218446989955,-0.1796433159552473,0.3923065717998,0.4314813637281551,-7.3007591463594625,2.000213372214506,114.60378435352119,0.04615999278900951,-0.08997985268817121,0.10112921844880639,-19.902466981595357,-1.0967999982061207,-62.842010867166984,3.7170039767549996,9.634534029476097,10.326682164584392,20.27921620955487,1.202590876413674,68.90338169944229,121.07680084710013,524.3751813459066,538.1718336320853,54.618419285936284,1.3438759113496215,76.99841790963048,102.87274891782084,392.3364318378914,405.59915953709447,52.16194092804503,1.3143635824994238,75.30748602291197,103.78771350575774,390.24229396784096,403.8080453334679,52.123499348572565,1.3108564992450207,75.10654495403367,120.09244254711395,525.3669439890448,538.9180091566063,54.63045393529604,1.3460696566123407,77.12411025451111
53.0,5.32102427028323,10.255925831560884,11.554103770843543,21.25472527501726,1.0922028805931976,62.57861543002123,0.13416110291039374,0.35647410859757267,0.38088448594628704,-8.384134330195923,1.2108375288239854,69.37588007766453,0.24060927868922555,0.0773889227608211,0.25274863077261117,-11.946223769102048,0.31118746708721634,17.82972850146371,5.2539211126951315,9.68651206761121,11.01962808330668,20.84333874314053,1.0738102003294736,61.52479247697628,131.95939370405378,542.4112173271155,558.2322189456866,54.936297972558535,1.3321495287848621,76.32654567971397,112.92666886769598,407.2643089869173,422.6306305938384,52.519219396011,1.3003106955526746,74.50231491088876,112.62605248927181,404.69886363654643,420.0783235636281,52.466605442253105,1.2993684920131832,74.44833062463361,131.19069962552058,543.7616846718579,559.3637183312935,54.95388587140311,1.3340555216105068,76.43575102440563
55.0,6.597662301806262,9.53104265095154,11.591804081459143,21.283020646190877,0.9653049903448035,55.30790188967392,0.37297904739062737,0.3420384659694018,0.5060668750225819,-5.915841776476628,0.7421526619179291,42.52221528229679,0.20109053467236926,0.0337415584909162,0.20390168195533664,-13.811583835500587,0.16624424495375487,9.525093604189188,5.627303629499134,9.489698495853345,11.03272059288983,20.85365239347826,1.0355466118785517,59.332450349712936,137.66541005122582,557.4608234146857,574.2075711506698,55.1813782908057,1.3286895283022737,76.12830225494842,119.07070516300107,418.4818768672337,435.0918455847419,52.77161887795565,1.2935917902126661,74.11734999195836,118.04203606959912,417.5313878335361,433.8967412941186,52.747727768968346,1.2952725605799098,74.21365104033208,137.23314809402274,557.9860113095248,574.6140667899709,55.18752506989145,1.3296389797314683,76.18270181469394
57.0,7.503187917565882,7.951193537186166,10.932488627576875,20.77438068492389,0.8143789536884212,46.66047697062646,0.800515455558751,0.3316018311847073,0.8664783719363605,-1.2448454637541995,0.39271771180053794,22.50106742620583,0.3339916884474725,-0.1647047957877219,0.3723951096717956,-8.579920616998596,-0.45814488808591936,-26.24976849281661,6.36781046076909,8.310791327885838,10.469874046995155,20.39882914260453,0.9170013525003957,52.54030730606095,138.64134376284005,574.175819349336,590.6769791737676,55.427000903100264,1.3338699205380726,76.42511686628205,121.4099374801794,433.179627206772,449.8721622260473,53.06178240317965,1.2975315269332275,74.34308027843925,120.68647155239907,429.6646056760709,446.29239046452665,52.99238963878505,1.2969668743672529,74.31072806951767,137.98227290687632,576.4008552939227,592.686302878777,55.45649781412738,1.335832023160474,76.53753706551718
60.0,6.165694230179386,6.4887693877526464,8.95097276878347,19.03740471784365,0.8109231481338264,46.46247389753031,0.477971745349691,0.16318575916166944,0.5050609679492173,-5.933123865519132,0.3290045282897034,18.8505709116925,0.4945724764830617,-0.2970946898191742,0.5769464353069009,-4.777290112292157,-0.5409414809608791,-30.99366382261475,5.030494052050422,6.8134828150582605,8.46932219713059,18.55697309958982,0.934815896321405,53.56100548095565,134.43947665554572,607.4604038511097,622.1592361529083,55.8780310549713,1.3529930533421815,77.52079166702566,121.25081262255958,456.2588491963551,472.09522030159695,53.480592069326235,1.3110498913177009,75.11762550358954,119.30755390097669,455.508507492186,470.8739670183449,53.458093609542125,1.3146291114403565,75.322699710566,135.41706389841386,609.1046292223388,623.9761458060315,55.90335974419876,1.3520327628341011,77.46577107380618
62.0,4.836356433256434,5.891637696758783,7.622449625899146,17.64189125893447,0.883449785543735,50.617944123393706,0.3180872635199994,-0.5505138701447909,0.6358026646967102,-3.9335531251329363,-1.0468598430173108,-59.980650746619816,-0.2934207946123961,-0.8920881797774727,0.9391044048505227,-0.5457224479706241,-1.8885647308620832,-108.20678841565758,3.6626089351524165,6.648110848454499,7.5902623186024805,17.605135706454913,1.0672433975418978,61.14854239235344,134.04557607786953,633.7958640055017,647.8158794723453,56.22903178742856,1.3623713196307539,78.05812674451067,122.12616811851868,476.4569509322992,491.85976358207637,53.83682593404891,1.319876907626745,75.6233762837909,120.88261395748535,475.3041973704591,490.43520101555805,53.81163268282408,1.3217495090242808,75.73066844058,135.6021312771727,635.4459725362173,649.7534317103762,56.254971638611266,1.3605530457395072,77.9539473245434
64.0,3.693020699585884,6.199156538688435,7.215812059549043,17.165704264059883,1.0335227842126011,59.21649356599215,-0.11116473347680733,-0.8712225208672546,0.8782859892058302,-1.1272809048829235,-1.6977068146848266,-97.27143533203913,-0.25241838165633457,-0.7768815072850224,0.8168597895351756,-1.7570496369614406,-1.8849489304723583,-107.99961831376459,2.4262821668236003,7.153409367630843,7.553681932273487,17.563173875208133,1.2437944410659147,71.26417205491012,133.89095136940273,662.8987413255218,676.2850938099737,56.60259630247941,1.3714995847183191,78.58113780830479,124.0335884265888,496.311560082405,511.57550344930235,54.17819480637844,1.3259016764069858,75.96857010744088,121.54524666606994,497.452761060514,512.0864150451997,54.18686509492797,1.3311562544878945,76.26963525459891,136.41908273808923,662.971097890372,676.8610217563623,56.6099901039711,1.3678595908766884,78.37258152372573
67.0,2.335793875676751,7.839786705135392,8.180353819466898,18.255441766626703,1.2812295937467384,73.40904830894917,-0.2281539546132738,-0.09630544907035432,0.2476468585028254,-12.123343536835945,-2.7421747007719763,-157.11503704178364,-0.3758107093354517,-0.05437510968055426,0.3797240337455448,-8.410638286714356,-2.997902316502116,-171.76715012806397,1.7947972576210687,8.990831950177157,9.16822536548325,19.24570560420896,1.3737611099862441,78.71071366141908,137.42991351461387,708.2957415693795,721.5052589232815,57.164790018723,1.3791486512485351,79.01939703770094,128.1901653204411,530.8798778880985,546.1374948045267,54.74603987671766,1.3338643606830523,76.42479831005467,126.0375861322481,531.1158597603309,545.8658531241896,54.74171855350991,1.337799095613684,76.65024201508258,139.18485912863767,707.7798651967465,721.3354022842518,57.16274494740308,1.376624055999502,78.87474838495255
69.0,1.5262940713286328,8.321359075803311,8.460176739325666,18.547588717310287,1.3893938225673943,79.60640211466004,-0.06164028216160289,-0.17746234398353122,0.18786273690407895,-14.52318709749115,-1.9051020456091352,-109.15430675514311,-0.43963009599338787,-0.25757178879275333,0.5095270823862597,-5.856654548427876,-2.611617992353267,-149.6346886622715,0.9395559655066452,9.865010044115888,9.909651284622807,19.921167443229876,1.4758414862488345,84.55948839237294,141.45199095444815,741.5179018465972,754.8890411868204,57.557662414261365,1.3823009158557633,79.20000849560357,132.11646687968252,555.7634572648913,571.251066740181,55.13654048138979,1.3374076397769916,76.62781324777434,130.03946529738727,556.3874679935903,571.3819012491986,55.13852959625516,1.3411967239728118,76.84491178041455,143.24577866954098,740.133303984714,753.8678005950195,57.54590388010485,1.3796194578605823,79.0463722695381
