1.0000,0.0000
2.0000,103.0000
3.0000,106.0000
4.0000,110.0000
5.0000,113.0000
6.0000,116.0000
7.0000,120.0000
8.0000,124.0000
9.0000,127.0000
10.0000,131.0000
11.0000,135.0000
12.0000,139.0000
13.0000,144.0000
14.0000,148.0000
15.0000,153.0000
16.0000,157.0000
17.0000,162.0000
18.0000,167.0000
19.0000,172.0000
20.0000,178.0000
21.0000,183.0000
22.0000,189.0000
23.0000,195.0000
24.0000,201.0000
25.0000,207.0000
26.0000,213.0000
27.0000,220.0000
28.0000,226.0000
29.0000,233.0000
30.0000,240.0000
31.0000,248.0000
32.0000,256.0000
33.0000,263.0000
34.0000,271.0000
35.0000,280.0000
36.0000,288.0000
37.0000,297.0000
38.0000,306.0000
39.0000,316.0000
40.0000,325.0000
41.0000,335.0000
42.0000,346.0000
43.0000,356.0000
44.0000,367.0000
45.0000,379.0000
46.0000,390.0000
47.0000,402.0000
48.0000,415.0000
49.0000,427.0000
50.0000,440.0000
51.0000,454.0000
52.0000,468.0000
53.0000,482.0000
54.0000,497.0000
55.0000,512.0000
56.0000,528.0000
57.0000,544.0000
58.0000,561.0000
59.0000,578.0000
60.0000,596.0000
61.0000,614.0000
62.0000,633.0000
63.0000,653.0000
64.0000,673.0000
65.0000,694.0000
66.0000,715.0000
67.0000,737.0000
68.0000,759.0000
69.0000,783.0000
70.0000,807.0000
71.0000,832.0000
72.0000,857.0000
73.0000,883.0000
74.0000,911.0000
75.0000,939.0000
76.0000,967.0000
77.0000,997.0000
78.0000,1028.0000
79.0000,1059.0000
80.0000,1092.0000
81.0000,1125.0000
82.0000,1160.0000
83.0000,1196.0000
84.0000,1232.0000
85.0000,1270.0000
86.0000,1309.0000
87.0000,1350.0000
88.0000,1391.0000
89.0000,1434.0000
90.0000,1478.0000
91.0000,1523.0000
92.0000,1570.0000
93.0000,1618.0000
94.0000,1668.0000
95.0000,1719.0000
96.0000,1772.0000
97.0000,1826.0000
98.0000,1883.0000
99.0000,1940.0000
100.0000,2000.0000
