f,Zdut_re,Zdut_im,Zdut_abs,Zdut_dB,Zdut_pha_rad,Zdut_pha_deg
103.0,0.9913364989486757,-1480.3921027895944,1480.3924347110974,63.407537140841654,-1.5701266823480633,-89.96163219942208
106.0,0.991784426175013,-1434.7722652343784,1434.7726080191721,63.13566153488093,-1.5701050782307584,-89.9603943746804
110.0,0.992325732115692,-1377.656383215596,1377.656740601604,62.78282042932734,-1.570076027036126,-89.95872986383816
113.0,0.9926944550112969,-1337.356118314086,1337.3564867433067,62.52494377110594,-1.570054045618553,-89.9574704213835
116.0,0.9930350520056761,-1299.042682834287,1299.043062390126,62.27247095754109,-1.5700318908978341,-89.95620104939003
120.0,0.9934500022050355,-1250.7911702234683,1250.791564750858,61.94369887459494,-1.5700020696743227,-89.9544924191429
124.0,0.9938253914230246,-1205.490221631431,1205.4906312941237,61.62327679044406,-1.5699719110108157,-89.9527644550082
127.0,0.9940840762577327,-1173.283103207456,1173.2835243347058,61.38805944393511,-1.569949059979523,-89.9514551873576
131.0,0.9944016124129718,-1132.5003883817894,1132.5008249531081,61.080770540804714,-1.569918268502769,-89.94969096569463
135.0,0.9946914038829042,-1093.9852128014097,1093.9856650062352,60.78023262551536,-1.5698870904376443,-89.94790459414959
139.0,0.9949565230207994,-1057.5418129145298,1057.5422809519405,60.48595479313157,-1.5698555070397708,-89.94609499874876
144.0,0.9952573525470201,-1014.6379717589411,1014.6384598822851,60.12622640461263,-1.569815428128526,-89.94379864628695
148.0,0.9954764274156588,-982.2489748872371,982.2494793281112,59.84443614545213,-1.5697828606452298,-89.94193266694472
153.0,0.9957264474514463,-943.9590982388779,943.9596234051083,59.49906836673725,-1.5697414865163315,-89.93956210397782
157.0,0.9959095136960442,-914.9387943422742,914.9393363651242,59.227845995967854,-1.5697078287155417,-89.93763365404487
162.0,0.9961195627435289,-880.503811224114,880.5043746821325,58.89463036099131,-1.569665020916281,-89.93518094781699
167.0,0.9963110442851608,-847.9422767711359,847.9428620912582,58.56733177356557,-1.5696213522558418,-89.93267891787683
172.0,0.9964860308576561,-817.09079944101,817.0914070748502,58.24541286547499,-1.5695767737935513,-89.93012476013041
178.0,0.996676945970002,-782.1233875604673,782.1240226038295,57.86551250523104,-1.5695220056042476,-89.92698677403173
183.0,0.9968218783769011,-754.5461536789813,754.546812123411,57.55372377199296,-1.5694752395511167,-89.92430727656284
189.0,0.9969808745730006,-723.1595634667498,723.1602507081568,57.18469093307027,-1.5694176818964563,-89.92100946587213
195.0,0.9971254050381013,-693.4718897879112,693.4726066580354,56.82058620761723,-1.5693584534902352,-89.91761592816837
201.0,0.9972572027882237,-665.3309744342861,665.3317218227351,56.46076460642715,-1.5692974390318521,-89.91412005721375
207.0,0.9973777175483679,-638.6023002953687,638.6030791539041,56.10462016494311,-1.5692345145274913,-89.91051474868593
213.0,0.9974881976152639,-613.1665065858085,613.1673179331631,55.751579974542345,-1.5691695462924085,-89.90679234301327
220.0,0.9976058613342375,-584.9843260926226,584.9851767280043,55.3428972277361,-1.5690909735918313,-89.90229045888525
226.0,0.9976981470978042,-562.0002113127903,562.0010969003652,54.99474326431043,-1.5690210657204071,-89.89828503289789
233.0,0.9977969437807276,-536.4353959040794,536.436323879645,54.59036355385153,-1.568936278407561,-89.89342707771556
240.0,0.9978872275910841,-512.1045153321325,512.1054875730948,54.1871885926475,-1.568847728540614,-89.88835354406305
248.0,0.9979812216243966,-485.67466684969975,485.67569219190455,53.72692735621805,-1.5687414948566902,-89.8822668023321
256.0,0.9980665470012803,-460.58149451754105,460.5825759066923,53.26615008677574,-1.5686293596095917,-89.87584192593869
263.0,0.9981349244885606,-439.6255392726109,439.62667236424755,52.86168066816881,-1.568525909996364,-89.86991469970847
271.0,0.9982066915976571,-416.72229969355374,416.7234952321301,52.396959740943444,-1.5684009551453375,-89.86275531411498
280.0,0.998280217820663,-392.175939540532,392.17721009499303,51.86964705346035,-1.5682508415647929,-89.85415443950217
